,Site Id,Name,Latitude,Longitude,Basin
316,407768,Cohuna Drain No 14 at Turnours Road,-36.77092992,144.1743225,Loddon River Basin
317,407726,Cohuna Drain No 5 at upstream of Outfall To Barr Ck,-35.76781728,144.0963596,Loddon River Basin
318,407727,Cohuna No.7 Drain at Isaacs Road,-35.77666667,144.1166667,Loddon River Basin
319,406700,Coliban Main Channel at Offtake,-37.19323,144.37655,Campaspe River Basin
320,406740,Coliban Main Channel at Sandhurst Reservoir Inlet,-36.84833333,144.2416667,Campaspe River Basin
321,406222,Coliban River at Lauriston Reservoir (Head Gauge),-37.25368,144.38127,Campaspe River Basin
322,406215,Coliban River at Lyal,-36.961625,144.49156,Campaspe River Basin
323,406200,Coliban River at Malmsbury Rail Bridge,-37.19146,144.38032,Campaspe River Basin
324,406220,Coliban River at Malmsbury Reservoir (Head Gauge),-37.19166667,144.3833333,Campaspe River Basin
325,406250,Coliban River at Springhill-Tylden Road,-37.31948333,144.36393611,Campaspe River Basin
326,406221,Coliban River at Upper Coliban Res. (Head Gauge),-37.28452,144.3961,Campaspe River Basin
327,406210,Coliban River Downstream Lauriston Reservoir,-37.25121769,144.3808997,Campaspe River Basin
328,406279,Coliban River upstream of Summerhill,-37.03617706,144.4617357,Campaspe River Basin
329,221211,Combienbar River at Combienbar,-37.44019449,148.9831348,East Gippsland Basin
330,221223,Combienbar River at Tiger Snake Ck,-37.35008046,149.03403417,East Gippsland Basin
331,402210,Commissioners Creek at Above Damsite,-36.29666667,146.8216667,Kiewa River Basin
332,405281,Compton Creek at Graytown,-36.83333333,144.9366667,Goulburn River Basin
333,415237,Concongella Creek at Stawell,-37.0257429,142.8217764,Wimmera River Basin
334,235215,Cooriemungle Creek at Cooriemungle,-38.54166667,143.0783333,Other
335,402404,Cope Creek at Bogong High Plains,-36.91666667,147.2716667,Kiewa River Basin
336,229296,Coranderrk Creek At Healesville-Koo Wee Rup Road,-37.689,145.519,Yarra River Basin
337,405256,Corduroy Creek at Lake Eildon,-37.28833333,145.9633333,Goulburn River Basin
338,405230,Cornella Creek at Colbinabbin,-36.60413689,144.8047761,Goulburn River Basin
339,401230,Corryong Creek at Towong,-36.10647676,147.9724472,Upper Murray River Basin
340,238235,Crawford River at Lower Crawford,-37.98007141,141.4546374,Glenelg River Basin
341,238217,Crawford River at Winnap,-37.93333333,141.325,Glenelg River Basin
342,405262,Creightons Creek at Creighton,-36.79333333,145.4816667,Goulburn River Basin
343,407214,Creswick Creek at Clunes,-37.29663553,143.789846,Loddon River Basin
344,407324,Creswick Creek at Cosgrove Reservoir,-37.44476765,143.9362454,Loddon River Basin
345,407237,Creswick Creek at Creswick upstream of Cosgrave Res.,-37.44125039,143.94634462,Loddon River Basin
346,224204,Crooked River at Talbotville,-37.3461,147.0787,Mitchell River Basin
347,228604,Croydon Main Drain At Bangalook Road Walkway West-East,-37.8345,145.259,Bunyip River Basin
348,229210,Crystal Creek at Glenvale,-37.45,145.1,Yarra River Basin
349,401208,Cudgewa Creek at Berringama,-36.21187783,147.6777407,Upper Murray River Basin
350,401229,Cudgewa Creek at Cudgewa North,-36.06551093,147.87905713,Upper Murray River Basin
351,235216,Cumberland River at Lorne,-38.57254132,143.94718864,Other
352,226609,Cunningham Arm at Bullock Island,-37.88424,147.97333,Latrobe River Basin
353,235203,Curdies River at Curdie,-38.44498055,142.9601945,Other
354,235268,Curdies River at Peterborough,-38.56381809,142.86299735,Other
355,235201,Curdies River at Timboon,-38.475,142.9416667,Other
356,235282,Curdies River At Cobden-Stoneyford Road,-38.343423,143.14232,Other
357,415221,Dairy Creek at Halls Gap,-37.167,142.501,Wimmera River Basin
358,228204,Dandenong Creek at Dandenong,-37.995,145.2066667,Bunyip River Basin
359,403218,Dandongadale River at Matong North,-36.80542153,146.6314464,Ovens River Basin
360,407738,Dara Farm Community Drain at Bore Line,-36.03227778,144.0389722,Loddon River Basin
361,224202,Dargo River at Dargo (Lower Site),-37.4622,147.2531,Mitchell River Basin
362,224205,Dargo River at Dargo (Upper Site),-37.3918,147.2726,Mitchell River Basin
363,224213,Dargo River at Lower Dargo Road,-37.49511762,147.2686992,Mitchell River Basin
364,425017,Darling River at Wentworth,-34.09313994,141.9136279,Other
365,237205,Darlot Creek at Homerton Bridge,-38.150428,141.769572,Other
366,237204,Darlot Creek at Lake Condah Bridge,-38.05,141.825,Other
367,237209,Darlot Creek at Myamyn,-38.03472435,141.8204022,Other
368,406755,Deakin Drain No 10 Outfall at Stanhope,-36.44833333,144.955,Campaspe River Basin
369,406731,Deakin Main Drain (downstream of Drain 3) at Gray Rd,-36.32104,144.918564,Campaspe River Basin
370,406704,Deakin Main Drain at Outfall (Echuca),-36.12865662,144.7693105,Campaspe River Basin
371,406746,Deakin Main Drain at Site R,-36.45212277,144.9508317,Campaspe River Basin
372,406747,Deakin Main Drain Site (S) at Midland Highway,-36.45077313,144.96044,Campaspe River Basin
373,406749,Deakin Main Drain Site (U) at Mason Road,-36.41191855,144.9281583,Campaspe River Basin
374,234209,Dean Creek at Lake Colac,-38.33843869,143.55832482,Other
375,222210,Deddick River at Deddick (Caseys),-37.0853747,148.42415223,Snowy River Basin
376,222208,Deddick River at Deddick (Whites),-37.075,148.4666667,Snowy River Basin
377,230232,Deep Creek at Bolinda,-37.42711415,144.8167961,Maribyrnong River Basin
378,230201,Deep Creek at Bulla (Above Emu Creek Junction),-37.631419,144.800474,Maribyrnong River Basin
379,230205,Deep Creek at Bulla (downstream of Of Emu Creek Junct.),-37.631372,144.8009737,Maribyrnong River Basin
380,230208,Deep Creek at Darraweit Guim,-37.40333333,144.8866667,Maribyrnong River Basin
381,227244,Deep Creek at Foster,-38.61443578,146.22251901,Other
382,229651,Deep Creek at Road 5,-37.60166667,145.8233333,Yarra River Basin
383,230246,Deep Creek at Romsey,-37.360942,144.783888,Maribyrnong River Basin
384,405321,Delatite R at Sawmill Settlement,-37.1057,146.3692,Goulburn River Basin
385,405214,Delatite River at Tonga Bridge,-37.15829277,146.1130903,Goulburn River Basin
386,232235,Devil Creek upstream of Moorabool Reservoir,-37.50631,144.07054,Moorabool River Basin
387,233207,Dewing Creek at Barwon Downs,-38.46666667,143.7813889,Barwon River Basin
388,233257,Dewing Creek at Bibiragurra-Forrest Road,-38.46414762,143.76980321,Barwon River Basin
389,233724,Dewing's Channel at Wbic Junction,-38.46652441,143.7670324,Barwon River Basin
390,229223,Diamond Creek at Diamond Creek,-37.67166667,145.1566667,Yarra River Basin
391,228214,Diamond Creek at North Bunyip,-38.01333333,145.7416667,Bunyip River Basin
392,229209,Diamond Creek at Saint Andrews North,-37.56666667,145.3083333,Yarra River Basin
393,229213,Diamond Creek at Wattle Glen,-37.665,145.18,Yarra River Basin
394,228286,Diamond Creek At Ellis Road,-38.0129,145.742,Bunyip River Basin
395,229601,Diamond Creek At Main Road Eltham,-37.732,145.142,Yarra River Basin
396,231212,Djerriwarrh Creek at Notuk,-37.6,144.5333333,Werribee River Basin
397,415606,Dock Lake,-36.76752361,142.2912345,Wimmera River Basin
398,407231,Doctors Creek at Lexton,-37.275,143.55,Loddon River Basin
399,407326,Doctors Creek at Lexton Res. H.G.,-37.2794,143.54474,Loddon River Basin
400,229220,Don River at Launching Place,-37.735,145.5916667,Yarra River Basin
401,225108,Donnelly Creek at Cricket Ground,-37.75130828,146.4119898,Thomson River Basin
402,238220,Dundas River at Cavendish,-37.52530192,142.0036584,Glenelg River Basin
403,415711,Dunmankle Channel at Glenorchy,-36.84896361,142.6315317,Wimmera River Basin
404,238227,Dwyer Creek at Killara,-37.70833333,141.4333333,Glenelg River Basin
405,238221,Dwyer Creek at Mirranatwa,-37.5,142.325,Glenelg River Basin
406,405738,E.G.M. Channel at Broken Ck Outfall (Katandra Weir),-36.10881709,145.6117809,Goulburn River Basin
407,233268,East Barwon River at Flume,-38.50870317,143.7313663,Barwon River Basin
408,233253,East Barwon River at Offtake,-38.50471706,143.73191499,Barwon River Basin
409,405739,East Goulburn Channel 29 O/Fall at Katamatite-Shepparton Rd,-36.17871,145.54902,Goulburn River Basin
410,405740,East Goulburn Channel  No 30 Outfall at Labuan Road,-36.1684975,145.534782,Goulburn River Basin
411,405741,East Goulburn Channel  No 31 Outfall at Invergordon Road,-36.14511,145.53179,Goulburn River Basin
412,405746,East Goulburn Channel No 15 Outfall at Zeerust Road,-36.2761,145.42007,Goulburn River Basin
413,405704,East Goulburn Main Channel at 8 Km Flume,-36.677075,145.257953,Goulburn River Basin
414,232234,East Moorabool R upstream of Bostock Res,-37.59375984,144.1748912,Moorabool River Basin
415,232232,East Moorabool River at Bostock Res (Compensation Weir),-37.60719962,144.188291,Moorabool River Basin
416,232230,East Moorabool River at Korweinguboora Res H.G.,-37.50820188,144.1504771,Moorabool River Basin
417,232231,East Moorabool River at Korweinguboora Res P.D.R.,-37.50870519,144.1522903,Moorabool River Basin
418,232226,East Moorabool River downstream of Bostock Res.,-37.62094362,144.1707014,Moorabool River Basin
419,229297,Edgars Creek At Murray Road,-37.7337,144.976,Yarra River Basin
420,409224,Edward River at Taylors Bridge,-35.7366345,144.9443318,Murray Basin
421,401221,Eight Mile Creek at Thurgoona,-36.04632097,146.9988898,Upper Murray River Basin
422,221601,Elusive Lake at Wingen Inlet Track,-37.75,149.45,East Gippsland Basin
423,230211,Emu Creek at Clarkefield,-37.46623,144.74413,Maribyrnong River Basin
424,230203,Emu Creek at Sunbury,-37.58333333,144.7666667,Maribyrnong River Basin
425,221207,Errinundra River at Errinundra,-37.44703719,148.9152556,East Gippsland Basin
426,235243,Erskine River at Lorne,-38.5110665,143.9279721,Other
427,228211,Eumemmerring Creek at Bangholme,-38.04166667,145.185,Bunyip River Basin
428,228203,Eumemmerring Creek at Lyndhurst,-38.02333333,145.2316667,Bunyip River Basin
429,237206,Eumeralla River at Codrington,-38.25747149,141.9443629,Other
430,228388,Eummemering Creek At Worsley Road Bangholme,-38.0407,145.18,Bunyip River Basin
431,414711,F.M.I.T. Drain at upstream of Psyche Bend Lagoon,-34.25786,142.22331,Murray Basin
432,414702,F.M.I.T. North East Drain at Bruces Bend,-34.21067898,142.2200108,Murray Basin
433,229221,Falls Creek at Upper Plenty,-37.425,145.1,Yarra River Basin
434,405406,Falls Creek at Wilhelmina Falls,-37.39333333,145.5816667,Goulburn River Basin
435,233272,Fellmongers Creek at Gong Gong Res. H.G.,-37.54817112,143.9331475,Barwon River Basin
436,233274,Fellmongers Creek at upstream of Gong Gong Reservoir,-37.536376,143.939334,Barwon River Basin
437,228398,Ferny Creek Upstream Monbulk Creek Knoxfield,-37.9033,145.252,Bunyip River Basin
438,236204,Fiery Creek at Streatham,-37.68052,143.0657,Hopkins River Basin
439,403255,Fifteen Mile Creek (Three Mile) at Sunset Drive,-36.35070717,146.2931741,Ovens River Basin
440,403239,Fifteen Mile Creek (Three Mile) at Wangaratta,-36.36666667,146.2833333,Ovens River Basin
441,403251,Fifteen Mile Creek at Glenrowan,-36.47080718,146.246199,Ovens River Basin
442,403213,Fifteen Mile Creek at Greta South,-36.61945775,146.24407214,Ovens River Basin
443,403212,Fifteen Mile Creek at Masons Hill,-36.65833333,146.25,Ovens River Basin
444,237202,Fitzroy River at Heywood,-38.12590416,141.61998401,Other
445,406266,Five Mile Creek at Woodend Treatment Plant,-37.33775,144.51149,Campaspe River Basin
446,406268,Five Mile Creek downstream of Woodend Wallan Rd,-37.35582169,144.5397243,Campaspe River Basin
447,402217,Flaggy Creek at Myrtleford Road Bridge,-36.38546904,146.8769391,Kiewa River Basin
448,226411,Flynns Creek at Flynn,-38.16666667,146.7083333,Latrobe River Basin
449,405245,Ford Creek at Mansfield,-37.03831708,146.0535892,Goulburn River Basin
450,235229,Ford River at Glenaire,-38.755,143.4316667,Other
451,408216,Forrest Creek at Amphitheatre Res. H.G.,-37.17323546,143.3774979,Avoca River Basin
452,227238,Foster Creek at Dam Site,-38.48333333,145.705,Other
453,227212,Foster Creek at Ellerside,-38.53333333,145.7166667,Other
454,227270,Foster Creek at Korumburra,-38.43219544,145.7926083,Other
455,227203,Franklin River at Henwoods Bridge,-38.6186,146.2703,Other
456,227237,Franklin River at Toora,-38.62956287,146.3080486,Other
457,415275,Franks Gully Creek at Landsborough Res. H.G.,-37.02919537,143.1391578,Wimmera River Basin
458,232223,Frawley Creek at upstream of Wilson Reservoir,-37.50493,144.01227,Moorabool River Basin
459,225218,Freestone Creek at Briagalong,-37.8101256,147.0950473,Thomson River Basin
460,415250,Fyans Creek at Fyans Creek,-37.10753,142.55935,Wimmera River Basin
461,415217,Fyans Creek at Grampians Road Bridge,-37.250863,142.535748,Wimmera River Basin
462,415214,Fyans Creek at Lake Bellfield,-37.16961,142.54215,Wimmera River Basin
463,415229,Fyans Creek at Lake Bellfield (Head Gauge),-37.17375,142.547372,Wimmera River Basin
464,230217,Garden Hut Creek at upstream of Of Lancefield Reservior,-37.31369317,144.6392591,Maribyrnong River Basin
465,405293,Gardiner Creek at Puckapunyal,-36.88730066,145.057643,Goulburn River Basin
466,235227,Gellibrand River at Bunkers Hill,-38.5241,143.4829,Other
467,235224,Gellibrand River at Burrupa,-38.70152297,143.2482161,Other
468,235208,Gellibrand River at Carlisle,-38.585,143.3283333,Other
469,235225,Gellibrand River at Carlisle River (Pumping Station),-38.559074,143.367681,Other
470,235236,Gellibrand River at downstream of Of Dam Site G5A,-38.53,143.6066667,Other
471,235228,Gellibrand River at Gellibrand,-38.53333333,143.55,Other
472,235269,Gellibrand River at Princetown,-38.69666221,143.15516329,Other
473,235202,Gellibrand River at Upper Gellibrand,-38.56284937,143.65634816,Other
474,235258,Gellibrand River downstream of South Otway Pumps Bridge,-38.63466501,143.2641722,Other
475,235266,Gellibrand River downstream of West Gellibrand Dam,-38.59284599,143.65462984,Other
476,405316,Gemleigh Meadows Ck at Marraweeny,-36.59561708,145.6890548,Goulburn River Basin
477,405317,Gemleigh Meadows Storage at Marraweeny,-36.78990039,145.7207966,Goulburn River Basin
478,221216,Genoa River at downstream of Of Big Flat Creek Junction,-37.39611111,149.5113889,East Gippsland Basin
479,221217,Genoa River at Gipsy Point (Wood's Jetty),-37.4790224,149.67915029,East Gippsland Basin
480,221001,Genoa River at Rockton,-37.13865499,149.3172961,East Gippsland Basin
481,221210,Genoa River at The Gorge,-37.41577078,149.5203757,East Gippsland Basin
482,221202,Genoa River at Wangarabell,-37.382091,149.486607,East Gippsland Basin
483,401217,Gibbo River at Gibbo Park,-36.75660534,147.7092775,Upper Murray River Basin
484,233605,Giles Creek at Kirks Reservoir H.G,-37.552394,143.935211,Barwon River Basin
485,230222,Gisborne Creek  upstream of Of Rosslynne Reservoir,-37.46109092,144.5317554,Maribyrnong River Basin
486,230225,Gisborne Creek at Burnt Mill East Road,-37.43333333,144.4983333,Maribyrnong River Basin
487,405252,Glen Creek at Maindample,-37.00833333,145.9033333,Goulburn River Basin
488,238224,Glenelg R at Fulham Bridge,-37.147871,141.850248,Glenelg River Basin
489,238252,Glenelg R upstream of Five Mile O/Let Bottom Ec Probe,-37.19961317,141.9093658,Glenelg River Basin
490,238201,Glenelg River at Balmoral,-37.24860528,141.8445456,Glenelg River Basin
491,238231,Glenelg River at Big Cord,-37.31227,142.36721,Glenelg River Basin
492,238212,Glenelg River at Casterton,-37.58242592,141.4089437,Glenelg River Basin
493,238206,Glenelg River at Dartmoor,-37.92471219,141.28120635,Glenelg River Basin
494,238211,Glenelg River at Dergholm,-37.36671027,141.2427515,Glenelg River Basin
495,238210,Glenelg River at Harrow,-37.170771,141.589857,Glenelg River Basin
496,238200,Glenelg River at Moora Moora,-37.18333333,142.3083333,Glenelg River Basin
497,238205,Glenelg River at Rocklands Reservoir,-37.2364096,141.9537631,Glenelg River Basin
498,238236,Glenelg River at Rocklands Reservoir (Head Gauge),-37.2345,141.959,Glenelg River Basin
499,238202,Glenelg River at Sandford,-37.61903001,141.4290873,Glenelg River Basin
500,238249,Glenelg River downstream of Burkes Bridge,-37.23804131,141.3429262,Glenelg River Basin
501,415272,Glenlofty Creek at Glenlofty,-37.1305,143.1851,Wimmera River Basin
502,408204,Glenlogie Creek at Amphitheatre,-37.18178,143.40124,Avoca River Basin
503,225222,Glenmaggie Creek at Seaton (Aubreys),-37.9173,146.6714,Thomson River Basin
504,225230,Glenmaggie Creek at The Gorge,-37.91372476,146.6561113,Thomson River Basin
505,234206,Gnarkeet Chain Of Ponds at Foxhow,-38.02,143.4616667,Other
506,234213,Gnarkeet Chain Of Ponds at Hamilton Hwy (Berrybank),-37.97072001,143.4673038,Other
507,405278,Godfrey Creek at Yarck,-37.07129689,145.6096058,Goulburn River Basin
508,227265,Golden Creek at Black Swamp Road,-38.74640657,146.1745317,Other
509,231219,Goodman Creek at Above Lerderderg Tunnel,-37.57462189,144.4508406,Werribee River Basin
510,231207,Goodman Creek at Darley,-37.64166667,144.4416667,Werribee River Basin
511,231218,Goodman Creek at Goodman Creek Diversion Weir,-37.59166667,144.45,Werribee River Basin
512,221213,Goolengook River at downstream of Of Arte River Junction,-37.51021064,148.8521792,East Gippsland Basin
513,415713,Goschen Channel at downstream of Offtake,-35.99179864,143.2730798,Wimmera River Basin
514,233206,Goslings Creek at Murroon,-38.44166667,143.8166667,Barwon River Basin
515,405332,Goulburn River at Alexandra,-37.17151052,145.68393475,Goulburn River Basin
516,405270,Goulburn River at Arcadia Downs,-36.43884022,145.3474332,Goulburn River Basin
517,405277,Goulburn River at downstream of Yambuna Drain Outfall,-36.12105675,144.9687942,Goulburn River Basin
518,405219,Goulburn River at Dohertys,-37.33088353,146.1307397,Goulburn River Basin
519,405203,Goulburn River at Eildon,-37.2467952,145.8892935,Goulburn River Basin
520,405310,Goulburn River at Ghin Ghin,-37.18168074,145.3689753,Goulburn River Basin
521,405253,Goulburn River at Goulburn Weir,-36.71284,145.17394,Goulburn River Basin
522,405259,Goulburn River at Goulburn Weir (H.G.),-36.71753229,145.1711321,Goulburn River Basin
523,405213,Goulburn River at Jamieson,-37.28333333,146.1333333,Goulburn River Basin
524,405329,Goulburn River at Killingworth,-37.16393325,145.4221754,Goulburn River Basin
525,405282,Goulburn River at Kirwan's Bridge,-36.74604147,145.1397113,Goulburn River Basin
526,405258,Goulburn River at Lake Eildon (Head Gauge),-37.22512324,145.9320494,Goulburn River Basin
527,405267,Goulburn River at Lake Eildon Goughs Bay,-37.19227515,146.0673433,Goulburn River Basin
528,405268,Goulburn River at Lake Eildon Point Tehan,-37.09854714,145.9135961,Goulburn River Basin
529,405276,Goulburn River at Loch Garry,-36.24143297,145.2869464,Goulburn River Basin
530,405232,Goulburn River at Mccoys Bridge,-36.1799296,145.1229808,Goulburn River Basin
531,405223,Goulburn River at Molesworth,-37.16465661,145.5441525,Goulburn River Basin
532,405272,Goulburn River at Mooroopna Railway Bridge,-36.4,145.3616667,Goulburn River Basin
533,405315,Goulburn River at Mooroopna Watt's Bridge,-36.39428991,145.3636299,Goulburn River Basin
534,405200,Goulburn River at Murchison (Mcphee's Rest),-36.61703491,145.2195882,Goulburn River Basin
535,405202,Goulburn River at Seymour,-37.01990004,145.1089547,Goulburn River Basin
536,405204,Goulburn River at Shepparton,-36.37977731,145.3935312,Goulburn River Basin
537,405271,Goulburn River at Shepparton Golf Club,-36.363056,145.367778,Goulburn River Basin
538,405323,Goulburn River at Tahbilk Winery,-36.82528627,145.08461745,Goulburn River Basin
539,405243,Goulburn River at Tallarook (Camp Hill),-37.08333333,145.1316667,Goulburn River Basin
540,405201,Goulburn River at Trawool,-37.0916115,145.2025134,Goulburn River Basin
541,405263,Goulburn River at upstream of Of Snake Creek Junction,-37.4627567,146.247085,Goulburn River Basin
542,405324,Goulburn River upstream of Shepparton Treatment Plant,-36.33152731,145.3560199,Goulburn River Basin
543,405610,Goulburn Weir at Backwater East 427,-36.75716194,145.1418847,Goulburn River Basin
544,405608,Goulburn Weir at Backwater West 273,-36.74801479,145.1293257,Goulburn River Basin
545,405609,Goulburn Weir at Backwater West 35,-36.75686762,145.1259966,Goulburn River Basin
546,405607,Goulburn Weir at Burramurra East 520,-36.71980306,145.1810878,Goulburn River Basin
547,405612,Goulburn Weir at Nagambie East 463,-36.77885977,145.142627,Goulburn River Basin
548,405611,Goulburn Weir at Nagambie West 139,-36.77510771,145.1315357,Goulburn River Basin
549,238219,Grange Burn at Morgiana,-37.70876208,141.83255321,Glenelg River Basin
550,415612,Green Lake (Near Horsham),-36.78738214,142.2903573,Wimmera River Basin
551,405601,Green Lake at Corop,-36.4150256,144.8221895,Goulburn River Basin
552,407363,Greens Lagoon at Fife Sleeper Track,-35.75907248,144.24803352,Loddon River Basin
553,227220,Greig Creek at Mumfords,-38.45536064,146.6916979,Other
554,409392,Gulf Creek at Four Mile Track,-35.86896667,145.0998333,Murray Basin
555,409391,Gulf Creek at Gulf Track Regulator,-35.84161389,145.1516278,Murray Basin
556,409393,Gulf Creek at Long Plain Track -Keys Point,-35.880436,145.074097,Murray Basin
557,403246,Gulliver's Creek at Lilliput (Rutherglen Research Stn),-36.10666667,146.5116667,Ovens River Basin
558,407357,Gum Lagoon at Lagoon Road,-35.937061,144.377899,Loddon River Basin
559,407330,Gunbower Creek at Cohuna Weir Pool,-35.80760922,144.22188422,Loddon River Basin
560,407332,Gunbower Creek at Condidorios Bridge,-35.6490072,144.1326915,Loddon River Basin
561,407209,Gunbower Creek at Koondrook,-35.6565729,144.1248226,Loddon River Basin
562,407331,Gunbower Creek at Yarran Offtake,-35.76490453,144.23236161,Loddon River Basin
563,407368,Gunbower Creek 5Km Downstream Yarran Regulator,-35.75784537,144.2166614,Loddon River Basin
564,407372,Gunbower Creek At Cohuna Golf Course,-35.76634864,144.230885,Loddon River Basin
565,407384,Gunbower Creek At Reedy Lagoon,-35.726665325,144.207534166,Loddon River Basin
566,407375,Gunbower Forest Outfall At Barham Cut,-35.69278889,144.2124472,Loddon River Basin
567,407336,Gunbower Forest Outfall At Chinaman Bend,-35.65645278,144.1432472,Loddon River Basin
568,403211,Happy Valley Creek at Myrtleford,-36.58333333,146.775,Ovens River Basin
569,403214,Happy Valley Creek at Rosewhite,-36.57746515,146.8200664,Ovens River Basin
570,234204,Haunted Gully at upstream of Lake Gnarpurt,-38.04265848,143.3447252,Other
571,223215,Haunted Stream at Hells Gate,-37.48138705,147.82583885,Tambo River Basin
572,407343,Heart Lagoon at Dirt Track,-35.979523,144.48375,Loddon River Basin
573,407344,Heart Lagoon at Headworks Road,-35.980171,144.473889,Loddon River Basin
574,226612,Heart Morass,-38.14477,147.12793,Latrobe River Basin
575,226611,Heart Morass at Rickety Bridge,-38.13263039,147.179556845,Latrobe River Basin
576,221222,Hensleigh Creek upstream of Combienbar,-37.35645366,149.02291622,East Gippsland Basin
577,238238,Henty Creek at Henty,-37.66166667,141.52,Glenelg River Basin
578,407603,Hepburn Lagoon (Wq),-37.37491,144.00426,Loddon River Basin
579,407319,Hepburn Lagoon Outfall Creek,-37.36562563,143.990586,Loddon River Basin
580,407342,Heppell Lagoon at Cordell Island,-35.996388,144.488292,Loddon River Basin
581,407341,Heppell Lagoon at Heppell Road,-36.000448,144.496681,Loddon River Basin
582,407779,Hipwell Road Channel At Gunbower Creek Offtake,-35.85490556,144.3339139,Loddon River Basin
583,404207,Holland Creek at Kelfeera,-36.61115514,146.0592047,Broken River Basin
584,401404,Hollands Creek at Mount Nelse,-36.85666667,147.3733333,Upper Murray River Basin
585,405274,Home Creek at Yarck,-37.10595561,145.6051462,Goulburn River Basin
586,405294,Honeysuckle Creek at upstream of Of Violet Town,-36.7121945,145.7604552,Goulburn River Basin
587,226248,Hope Ck downstream of Southface Road Bridge,-37.85504715,146.2527862,Latrobe River Basin
588,226247,Hope Ck upstream of Southface Road Bridge,-37.85470583,146.2529715,Latrobe River Basin
589,236200,Hopkins River at Allansford,-38.38333333,142.5833333,Hopkins River Basin
590,236219,Hopkins River at Ararat,-37.315772,142.941403,Hopkins River Basin
591,236210,Hopkins River at Framlingham,-38.24379422,142.7030202,Hopkins River Basin
592,236209,Hopkins River at Hopkins Falls,-38.33543732,142.6251911,Hopkins River Basin
593,236202,Hopkins River at Wickliffe,-37.69542079,142.7245119,Hopkins River Basin
594,233604,Hospital Swamp At Connewarre,-38.2301424,144.400346,Barwon River Basin
595,402224,House Creek at Brockley Street Wodonga,-36.12829875,146.874419,Kiewa River Basin
596,405235,Howqua River at Benbullen,-37.225,146.2,Goulburn River Basin
597,405215,Howqua River at Glan Esk,-37.22967369,146.20722654,Goulburn River Basin
598,405220,Howqua River at Howqua,-37.225,146.175,Goulburn River Basin
599,405207,Hughes Creek at Avenel,-36.90852778,145.2320556,Goulburn River Basin
600,405216,Hughes Creek at Mangalore West,-36.88194444,145.1429167,Goulburn River Basin
601,405228,Hughes Creek at Tarcombe Road,-36.951083,145.283639,Goulburn River Basin
602,403224,Hurdle Creek at Bobinawarrah,-36.51324148,146.4491446,Ovens River Basin
603,409602,Hut Lake at Forshore Off Sandridge Track,-35.9,145.0,Murray Basin
604,401400,Indi River (Murray River) at Below Tin Mine Creek,-36.65833333,148.2033333,Upper Murray River Basin
605,403248,Indigo Creek at downstream of Creamery Bridge,-36.02925553,146.6494582,Ovens River Basin
606,407781,Inflow Flume At Maryborough Wwtp,-37.0055475,143.759729,Loddon River Basin
607,222401,Ingeegoodbee River at downstream of Of Tin Mine Huts,-36.73333333,148.26666667,Snowy River Basin
608,414227,Inlet Creek at Karadoc Swamp (Wq),-34.39726474,142.3148099,Murray Basin
609,405236,Island Creek at Glenburn,-37.475,145.41,Goulburn River Basin
610,227213,Jack River at Jack River,-38.52579869,146.538118,Other
611,227209,Jack River at Madalya,-38.5,146.5166667,Other
612,230220,Jackson Creek at Clarkfield,-37.49078,144.73922,Maribyrnong River Basin
613,230206,Jackson Creek at Gisborne,-37.47537048,144.5724432,Maribyrnong River Basin
614,230233,Jackson Creek at Gisborne Treatment Plant,-37.48798056,144.6160806,Maribyrnong River Basin
615,230216,Jackson Creek at Rosslynne Reservoir (Head Gauge),-37.4748,144.56893,Maribyrnong River Basin
616,230240,Jackson Creek at Salesian College Sunbury,-37.57117842,144.7368969,Maribyrnong River Basin
617,230104,Jackson Creek at Sunbury,-37.58422581,144.7405784,Maribyrnong River Basin
618,230202,Jackson Creek at Sunbury,-37.58321737,144.74203564,Maribyrnong River Basin
619,230242,Jacksons Creek at upstream of Riddles Creek Rwp Outfall,-37.483237,144.713182,Maribyrnong River Basin
620,230245,Jacksons Creek Upstream Sunbury-Riddells Road,-37.4926,144.683,Maribyrnong River Basin
621,226017,Jacobs Creek at O'Tooles,-38.0518048,146.3885082,Latrobe River Basin
622,405218,Jamieson River at Gerrang Bridge,-37.29125953,146.1878417,Goulburn River Basin
623,238208,Jimmy Creek at Jimmy Creek,-37.37282,142.5083,Glenelg River Basin
624,401403,Johnstons Creek at Mount Nelse,-36.85,147.3483333,Upper Murray River Basin
625,225216,Jordan River at Aberfeldy,-37.683333,146.316667,Thomson River Basin
626,407230,Joyces Creek at Strathlea,-37.16392522,143.9624712,Loddon River Basin
627,228275,Kackeraboite Creek Upstream Old Mornington Road,-38.1668,145.1,Bunyip River Basin
628,228272,Kananook Creek At Wells Street Frankston,-38.1439,145.12,Bunyip River Basin
629,407327,Kangaroo Creek at Bullarto Res. H.G.,-37.378142,144.239983,Loddon River Basin
630,407312,Kangaroo Creek upstream of Bullarto Res.,-37.38613661,144.2394636,Loddon River Basin
631,406281,Kangaroo Creek Upstream Malmsbury Reservoir,-37.23897052,144.3391868,Campaspe River Basin
632,407601,Kangaroo Lake at Mystic Park,-35.55811948,143.7610147,Loddon River Basin
633,235211,Kennedys Creek at Kennedys Creek,-38.58909395,143.2565402,Other
634,407770,Kerang Stormwater Drain at Wyndham Street,-35.73335911,143.9123363,Loddon River Basin
